-0.016876,0.000443,-0.004242
-0.013672,0.002579,-0.004242
-0.01207,0.000977,-0.004242
-0.007797,-0.00383,-0.004776
-0.002991,-9.2e-05,-0.003708
-0.001923,0.000443,-0.003174
-0.005127,-0.000626,-0.003708
-0.007797,-0.001694,-0.004776
-0.004593,0.000443,-0.004776
-0.004593,0.000443,-0.003708
-0.004059,0.000977,-0.003708
0.001816,0.001511,-0.002106
0.012497,0.002579,-0.00264
0.022644,0.006851,-0.000504
0.023712,0.007385,-0.001572
0.008759,0.000443,-0.003708
-0.006195,-0.00383,-0.006378
-0.009933,-0.00383,-0.006912
-0.006729,-0.003296,-0.005844
0.00235,-0.00116,-0.004776
0.005554,0.000443,-0.003708
0.007156,-9.2e-05,-0.004242
0.003418,0.000443,-0.00531
-0.002991,-0.007034,-0.007446
-0.005661,-0.005432,-0.005844
-0.003525,-0.004364,-0.006912
0.003952,-9.2e-05,-0.004776
0.001816,0.002045,-0.004242
-0.001923,-0.003296,-0.00531
-0.009399,-0.005432,-0.005844
-0.009399,-0.002762,-0.004776
-0.006195,-9.2e-05,-0.006378
-0.009933,-0.002228,-0.00531
-0.015274,-0.00383,-0.004776
-0.009933,-0.003296,-0.00531
-0.006729,0.001511,-0.003174
-0.005127,0.001511,-0.00264
-0.00032,0.002579,-0.004242
0.001282,-0.00116,-0.003708
0.012497,0.002579,-0.002106
0.02211,0.010056,0.003235
0.033859,0.011658,0.004303
0.047745,0.018066,0.005905
0.041336,0.015396,0.004303
0.01944,0.007385,3.1e-05
-0.005661,0.002045,-0.002106
-0.025955,-0.005966,-0.00531
-0.018478,-0.004898,-0.006912
-0.013138,-0.004364,-0.00798
-0.003525,-0.005432,-0.00798
0.001816,-0.00383,-0.006378
0.006622,-0.00383,-0.008514
0.005554,-0.0065,-0.009583
-0.005127,-0.0065,-0.008514
-0.016342,-0.008636,-0.009583
-0.018478,-0.008636,-0.009048
-0.012604,-0.007034,-0.009583
-0.003525,-0.007034,-0.009583
0.00235,-0.001694,-0.006378
-0.001389,0.000443,-0.004776
-0.004593,-0.004364,-0.004776
-0.002991,-0.002762,-0.006378
-0.002991,-0.002228,-0.00798
-0.006729,-0.003296,-0.004776
-0.004593,-0.002228,-0.004242
0.00235,0.002045,-0.004242
0.005554,0.003113,-0.003174
0.002884,0.002579,-0.00264
0.001816,0.001511,-0.002106
0.001816,0.003113,-0.00264
0.006088,0.002579,-0.002106
0.004486,0.002579,-0.00264
0.004486,0.003113,-0.001572
0.002884,0.000977,-0.00264
0.006622,0.000443,-0.004242
0.009827,0.001511,-0.003174
0.008759,0.004181,-0.003708
