0.001374,-0.037334,0.032103
-0.015252,-0.006639,0.045449
-0.014521,-0.018263,0.008217
-0.016574,-0.019626,0.011266
-0.011742,-0.011526,-0.015897
0.009856,0.011198,-0.048695
-0.022552,-0.006105,-0.001568
-0.038292,0.000514,-0.022763
-0.033101,-0.009642,-0.030399
-0.037668,-0.010938,-0.028482
-0.014319,-0.013702,0.009157
-0.007599,-0.007241,-0.037264
-0.024611,-0.022015,-0.023209
-0.010733,-0.030795,-0.034291
-0.039698,-0.009055,-0.020093
-0.04439,0.029146,0.059835
0.000184,0.042674,-0.004716
-0.027472,0.007568,-0.003056
-0.03751,-0.00831,-0.007171
-0.012782,-0.015367,-0.004447
-0.031964,-0.015277,-0.01799
-0.047075,-0.00119,-0.002871
-0.02991,0.019677,0.009554
-0.029247,0.003306,-0.011871
-0.007617,0.015687,0.002584
-0.031008,-0.015018,0.019407
-0.011843,-0.009447,0.001936
-0.009867,-0.002364,-0.02233
-0.036228,0.002931,0.0383
-0.029355,0.019651,0.017229
0.006122,0.013235,0.028137
0.020085,0.007831,0.051963
-0.007547,0.018418,-0.039188
-0.023943,0.019196,-0.008191
-0.002199,-0.00292,-0.021541
-0.03598,-0.022684,-0.020604
-0.005288,0.00043,-0.000365
-0.008616,-0.011319,-0.002357
-0.025874,-0.034194,0.004347
-0.033736,-0.020478,0.005932
-0.029762,-0.046284,0.003205
0.00369,-0.050776,-0.021965
-0.026224,-0.011052,-0.013686
-0.015563,0.034751,0.000666
-0.028863,0.080726,0.065213
-0.016732,0.057681,0.031865
0.002109,-0.013672,-0.014829
-0.030125,-0.03189,-0.013981
-0.019451,-0.053406,-0.011553
0.000422,-0.012572,-0.03189
-0.025436,-0.001162,-0.033498
-0.017472,-0.008638,0.007152
-0.012366,0.018893,0.032729
-0.033511,0.023883,-0.009776
-0.029922,0.003102,0.025782
-0.031157,-0.000367,-0.037292
-0.015648,-0.004672,0.00914
-0.03232,-0.027697,-0.013593
-0.002503,-0.007709,-0.037422
-0.037127,0.027675,0.011225
-0.019581,0.014441,-0.006701
0.009643,0.027912,0.014226
0.014022,-0.006791,0.02454
0.007725,-0.000797,0.026834
-0.019804,0.017264,0.010337
-0.037008,-0.033886,-0.027859
-0.035564,0.013493,-0.025504
-0.019753,0.007319,0.008596
-0.023985,-0.00209,-0.001708
0.001479,0.027121,-0.014766
-0.017607,-0.007857,0.016782
-0.031278,-0.005067,0.00945
-0.020066,-0.01831,0.009969
-0.035929,0.001064,0.050601
-0.020765,0.016372,0.023198
-0.019377,-0.01624,0.001055
-0.022747,0.01254,-0.01907
-0.03154,0.014262,0.014803
-0.007717,0.013991,-0.024151
-0.019442,-0.013271,-0.016112
-0.008951,-0.038097,0.040136
-0.028505,-0.026059,0.045489
-0.020841,0.019114,0.026673
-0.011508,-0.016548,0.033234
-0.01478,-0.015247,0.011396
-0.015961,-0.009552,-0.010608
-0.025918,-0.00215,-0.02446
-0.029071,-0.011736,0.000587
-0.000165,-0.038383,-0.043009
